price_change_percentage_24h,price_change_percentage_7d,price_change_percentage_14d,price_change_percentage_30d,price_change_percentage_60d,price_change_percentage_200d,price_change_percentage_1y,kmeans-segments
0.5085293658401341,0.49319307062377965,0.7722004332891463,0.23545963323469243,-0.06749509626832181,-0.3559534810770524,-0.25163688201978673,3
0.18544589364395297,0.9344450402613929,0.5586921208689707,-0.054340931689121186,-0.27348272537129126,-0.1157594743431256,-0.19935211047099163,3
0.021773961621223664,-0.7063368531568252,-0.02168042073059972,-0.06103015356222092,0.008004524805563948,-0.5502469238608199,-0.2820605057562321,0
-0.04076438293175126,-0.810928065771643,0.24945797416123697,-0.05038796511514074,-0.37316401868233073,-0.45825881568432436,-0.29554614246304434,0
1.1930360799166912,2.000959067401844,1.7606100087732972,0.5458420645629487,-0.2912028704525387,-0.49984776055145186,-0.27031695049996346,3
0.8918707082925427,1.327294532419359,0.8002141838472083,-0.05714789920383568,0.7786531064375697,-0.18823191746383233,-0.22553260480956064,3
0.011397240027127978,2.5722509094400743,1.101646925841525,-0.49049541470249874,-0.9319540229351091,0.3877589855983135,-0.018284399525622944,3
0.10252980183305808,1.5080014557070824,0.6488850611552859,0.3289592446109879,-0.4863488991452572,0.06507962331799776,-0.15542841631777854,3
0.07749718199907564,0.334296561906924,0.8585198643413018,-0.012646472957752196,-0.3664769899998123,-0.48626559051992574,-0.2923512135845564,3
0.44895150521769767,-0.19068427753077835,-0.2480432243253535,0.051634005462456514,-0.529666139316004,-0.5329608090128174,-0.20602894672984284,0
0.3312797828973969,-1.614843685120517,-1.0545211412928832,-0.729931204068619,-0.3501553818746052,-0.02286568190777519,-0.034570216530723376,0
0.03435226136670967,-0.7330257877190793,-0.023140389265658992,-0.06577517381197172,0.0029246487093922222,-0.5505993205022488,-0.2822321768461414,0
0.1557095607629728,-0.9224908613168605,0.11502363636301785,-0.23748826021937042,-0.6428366988288992,-0.5082204898105547,-0.29632957081228767,0
0.2627227895414743,1.7926024333165838,2.202665034674693,1.4378424611053742,0.89386493569373,-0.15589279706770806,-0.16764425165078142,3
0.1300495287254371,-0.041017572912210226,0.14715502996656585,-0.5437763005424557,0.12011576150718976,-0.24111818828601678,-0.2340141253891166,0
-0.15158341148390198,0.7081957353613687,0.2580123262234469,-0.6022960392247715,-0.9560487007444608,-0.4492109522431506,-0.16847860771075593,3
-0.9232027409124854,-1.4373589353557508,-0.6299627747309349,-0.4605580147303932,-0.0585038908494266,-0.45728262418273585,-0.16690045718188246,0
-0.27754298602598954,-0.3852089099477516,-0.15324316478767577,-0.3718164899915129,-0.6564033409100283,-0.35338728262880403,-0.2708740884588925,0
-0.25597803962841204,1.840274403245437,0.6435648778015352,0.11653821174087736,-0.15191282179228638,-0.11756535301943487,-0.21519097738388906,3
0.18085113241673392,-0.7049314201514939,-0.0018161468545779466,-0.14323694724685626,0.016060379816445716,-0.5511464204170792,-0.2823098868371216,0
0.286545668479983,-0.3263014162757142,-1.2126702991200204,-0.9031338586697517,0.2909698252729614,-0.18118733436899007,-0.17555042783793995,0
0.5154534418350357,0.4618431802754836,0.7699754315730502,0.22404537499885793,-0.07467416714445241,-0.35505370537631503,-0.25162338946236346,3
0.05175825381618298,-0.9283809754601071,-0.8719175105035031,0.05878170382036653,-0.15924963686428395,-0.5120708924298192,-0.26503611930146337,0
-0.052031503880590114,-0.4572290141565338,0.03252211971670038,-0.18448868601971607,-0.07080900685466561,-0.4519823451447651,-0.26214044447468937,0
-0.21798391020006674,-0.84938134802146,0.2976321014852956,-0.19982017041621383,1.7731272360368855,-0.04736109835467691,-0.11922616471373801,0
0.061338500038103316,-0.7066687576744684,-0.015320855803876272,-0.05869357600342244,0.004017315822226938,-0.5500026491805343,-0.28196335609743095,0
0.2590973238143555,0.2495084561581842,-0.4789527180102506,-0.21899663153570156,-0.7358151462887291,-0.3291793152081178,-0.28530981053360804,0
0.5850886825108372,-0.9942314669844695,-2.2171081053259893,-0.603897824630211,-0.9304229637548989,0.0771490396371491,-0.11748154377403423,0
-0.12746748971978172,0.9291186873801718,0.6775321093229266,0.22383400696311137,-0.43706773139581034,-0.26516343773807177,-0.2148285849786767,3
-1.6121877504778772,-1.6820265588951313,-0.8169209308777808,1.1486068252952832,1.7126411004883344,1.502992072531673,0.28697690710072427,0
-0.29694016690590125,0.09476313600170767,0.040039507372386395,-0.35882965356972396,-0.5585273422850221,-0.5357319460319937,-0.28407141606887,0
-0.07131221902211765,-0.2294837568372758,-0.17554394244406138,0.051882266828078845,-0.5517599452859102,-0.52606033425474,-0.2730616271390017,0
-4.981041886343488,-0.04517828983194763,-1.2069561176351198,-1.212125872628315,0.047735542593849746,4.632380253535924,6.088625454881483,2
-0.12516823062652083,0.5807301080473535,-0.20235636127708295,0.5829110220611436,-0.39592300071936165,-0.3582400465444691,-0.27343334182231344,3
-1.428573878476343,-0.025510168056776892,-1.6288592268530901,-0.8603537368456844,-0.8407135403216132,0.8988154862855707,0.26864737737188416,0
1.9198123431080822,0.37044715731184824,-1.6197610123399062,-0.4097163160229516,1.696480442741837,0.8112069688724987,-0.02188781294325084,0
1.0455303437735397,-0.6183281619450216,2.9070539266782687,5.351454612662935,4.769912781178204,3.1488754623998765,1.3484883901540017,1
-0.4090440755395801,-0.9069628116828178,-1.2989861044225028,-1.3931526033017467,-0.6969369731366347,-0.422834706827598,-0.29234378983828924,0
0.41471057813276363,0.41404416555518786,-0.047385777330082986,-0.4653798960840519,0.12818465499496567,-0.4165020119377626,-0.145469278149236,0
0.07803818413866644,-0.6877454359891283,-0.00919092168978632,-0.05821434702055703,0.007388296463173008,-0.5504407431767078,-0.28174681799456275,0
1.2174525584250286,-0.6077135696200122,-0.9070655278351205,0.449939006467455,-0.6625295013405752,0.5723665569744097,-0.13248167339965194,0
